data,genero,localidade,salario
**/**/****,*,"**,**, Portugal",$3229.72
**/**/****,*,"**,**, Portugal",$6298.92
**/**/****,*,"**,**, Portugal",$4472.72
**/**/****,*,"**,**, Portugal",$2566.78
**/**/****,*,"**,**, Portugal",$6296.35
**/**/****,*,"**,**, Portugal",$6376.96
**/**/****,*,"**,**, Portugal",$1160.22
**/**/****,*,"**,**, Portugal",$3567.38
**/**/****,*,"**,**, Portugal",$2381.31
**/**/****,*,"**,**, Portugal",$7591.61
**/**/****,*,"**,**, Portugal",$7070.82
**/**/****,*,"**,**, Portugal",$6154.03
**/**/****,*,"**,**, Portugal",$6184.82
**/**/****,*,"**,**, Portugal",$7198.71
**/**/****,*,"**,**, Portugal",$6545.90
**/**/****,*,"**,**, Portugal",$2270.42
**/**/****,*,"**,**, Portugal",$5368.89
**/**/****,*,"**,**, Portugal",$4468.82
**/**/****,*,"**,**, Portugal",$2558.30
**/**/****,*,"**,**, Portugal",$3114.52
**/**/****,*,"**,**, Portugal",$2335.56
**/**/****,*,"**,**, Portugal",$2562.92
**/**/****,*,"**,**, Portugal",$7816.46
**/**/****,*,"**,**, Portugal",$5847.43
**/**/****,*,"**,**, Portugal",$4443.31
**/**/****,*,"**,**, Portugal",$1618.95
**/**/****,*,"**,**, Portugal",$7982.36
**/**/****,*,"**,**, Portugal",$2320.29
**/**/****,*,"**,**, Portugal",$6105.52
**/**/****,*,"**,**, Portugal",$7831.28
**/**/****,*,"**,**, Portugal",$4772.43
**/**/****,*,"**,**, Sweden",$5530.85
**/**/****,*,"**,**, Sweden",$2803.76
**/**/****,*,"**,**, Sweden",$5435.41
**/**/****,*,"**,**, Sweden",$2541.75
**/**/****,*,"**,**, Sweden",$4874.88
**/**/****,*,"**,**, Sweden",$4391.85
**/**/****,*,"**,**, Sweden",$6250.72
**/**/****,*,"**,**, Sweden",$2923.67
**/**/****,*,"**,**, Sweden",$5563.83
**/**/****,*,"**,**, Sweden",$3472.88
**/**/****,*,"**,**, Sweden",$4848.93
**/**/****,*,"**,**, Sweden",$6552.66
**/**/****,*,"**,**, Sweden",$938.01
**/**/****,*,"**,**, Sweden",$7758.57
**/**/****,*,"**,**, Sweden",$4941.80
**/**/****,*,"**,**, Sweden",$6867.13
**/**/****,*,"**,**, Sweden",$919.06
**/**/****,*,"**,**, Sweden",$5383.93
**/**/****,*,"**,**, Sweden",$6144.12
**/**/****,*,"**,**, Sweden",$2260.68
**/**/****,*,"**,**, Sweden",$4862.69
**/**/****,*,"**,**, Sweden",$2293.48
**/**/****,*,"**,**, Sweden",$5609.60
**/**/****,*,"**,**, Sweden",$6963.88
**/**/****,*,"**,**, Sweden",$2161.64
**/**/****,*,"**,**, Sweden",$3615.07
**/**/****,*,"**,**, Sweden",$7922.29
**/**/****,*,"**,**, Sweden",$4966.48
**/**/****,*,"**,**, Sweden",$5240.94
**/**/****,*,"**,**, Sweden",$4109.65
**/**/****,*,"**,**, Sweden",$6492.17
**/**/****,*,"**,**, Sweden",$1916.17
**/**/****,*,"**,**, Sweden",$7268.00
**/**/****,*,"**,**, Sweden",$5745.78
**/**/****,*,"**,**, Sweden",$1574.30
**/**/****,*,"**,**, Sweden",$3003.76
**/**/****,*,"**,**, Sweden",$4407.88
**/**/****,*,"**,**, Sweden",$2809.72
**/**/****,*,"**,**, Sweden",$7582.88
**/**/****,*,"**,**, Sweden",$2350.70
**/**/****,*,"**,**, Sweden",$7718.13
**/**/****,*,"**,**, Sweden",$7175.98
**/**/****,*,"**,**, Sweden",$2411.09
**/**/****,*,"**,**, Sweden",$4682.04
**/**/****,*,"**,**, Sweden",$6874.81
**/**/****,*,"**,**, Sweden",$7586.61
**/**/****,*,"**,**, Sweden",$6062.26
**/**/****,*,"**,**, Sweden",$6059.58
**/**/****,*,"**,**, Sweden",$7665.45
**/**/****,*,"**,**, Sweden",$2969.04
**/**/****,*,"**,**, Sweden",$1583.21
**/**/****,*,"**,**, Sweden",$4382.96
**/**/****,*,"**,**, Sweden",$3800.57
**/**/****,*,"**,**, Sweden",$2096.28
**/**/****,*,"**,**, Sweden",$2007.00
**/**/****,*,"**,**, Sweden",$4542.92
**/**/****,*,"**,**, Sweden",$6950.84
**/**/****,*,"**,**, Sweden",$4664.24
**/**/****,*,"**,**, Sweden",$7035.04
**/**/****,*,"**,**, Sweden",$6630.49
**/**/****,*,"**,**, Sweden",$3520.57
**/**/****,*,"**,**, Sweden",$3875.41
**/**/****,*,"**,**, Sweden",$962.08
**/**/****,*,"**,**, Sweden",$7278.18
**/**/****,*,"**,**, Sweden",$1611.42
**/**/****,*,"**,**, Sweden",$4631.52
**/**/****,*,"**,**, Sweden",$4912.45
**/**/****,*,"**,**, Sweden",$2321.79
**/**/****,*,"**,**, Sweden",$4161.69
**/**/****,*,"**,**, Sweden",$3349.35
**/**/****,*,"**,**, Sweden",$1322.83
**/**/****,*,"**,**, Sweden",$6881.36
**/**/****,*,"**,**, Sweden",$3109.94
**/**/****,*,"**,**, Sweden",$1145.67
**/**/****,*,"**,**, Sweden",$2746.65
**/**/****,*,"**,**, Sweden",$2943.14
**/**/****,*,"**,**, Sweden",$2946.37
**/**/****,*,"**,**, Sweden",$3014.90
**/**/****,*,"**,**, Sweden",$6563.49
**/**/****,*,"**,**, Sweden",$6869.03
**/**/****,*,"**,**, Sweden",$1455.74
**/**/****,*,"**,**, Sweden",$6293.42
**/**/****,*,"**,**, Sweden",$6436.46
**/**/****,*,"**,**, Sweden",$4576.59
**/**/****,*,"**,**, Sweden",$5891.65
**/**/****,*,"**,**, Sweden",$7478.53
**/**/****,*,"**,**, Sweden",$2881.34
**/**/****,*,"**,**, Sweden",$5057.22
**/**/****,*,"**,**, Sweden",$7924.89
**/**/****,*,"**,**, Sweden",$6578.25
**/**/****,*,"**,**, Sweden",$2909.91
**/**/****,*,"**,**, Sweden",$5477.25
**/**/****,*,"**,**, Sweden",$5373.09
**/**/****,*,"**,**, Sweden",$886.98
**/**/****,*,"**,**, Sweden",$5268.12
**/**/****,*,"**,**, Sweden",$4632.50
**/**/****,*,"**,**, Sweden",$6651.08
**/**/****,*,"**,**, Sweden",$3218.09
**/**/****,*,"**,**, Sweden",$7134.93
**/**/****,*,"**,**, Sweden",$7783.26
**/**/****,*,"**,**, Sweden",$1900.48
**/**/****,*,"**,**, Sweden",$1370.53
**/**/****,*,"**,**, Sweden",$6416.83
**/**/****,*,"**,**, Sweden",$6509.58
**/**/****,*,"**,**, Sweden",$3625.99
**/**/****,*,"**,**, Sweden",$7201.47
**/**/****,*,"**,**, Sweden",$5726.93
**/**/****,*,"**,**, Sweden",$5169.65
**/**/****,*,"**,**, Sweden",$1755.24
**/**/****,*,"**,**, Sweden",$6190.47
**/**/****,*,"**,**, Sweden",$3358.30
**/**/****,*,"**,**, Sweden",$4250.40
**/**/****,*,"**,**, Sweden",$3372.24
**/**/****,*,"**,**, Sweden",$3028.28
**/**/****,*,"**,**, Sweden",$2282.26
**/**/****,*,"**,**, Sweden",$4733.60
**/**/****,*,"**,**, Sweden",$4348.19
**/**/****,*,"**,**, Sweden",$5238.49
**/**/****,*,"**,**, Sweden",$1823.14
**/**/****,*,"**,**, Sweden",$1846.26
**/**/****,*,"**,**, Sweden",$2250.17
**/**/****,*,"**,**, Sweden",$1609.66
**/**/****,*,"**,**, Sweden",$7553.46
**/**/****,*,"**,**, Sweden",$2468.51
**/**/****,*,"**,**, Sweden",$6075.15
**/**/****,*,"**,**, Sweden",$4718.05
**/**/****,*,"**,**, Sweden",$6721.69
**/**/****,*,"**,**, Sweden",$5412.88
**/**/****,*,"**,**, Sweden",$6525.14
**/**/****,*,"**,**, Sweden",$2282.24
**/**/****,*,"**,**, Sweden",$939.87
**/**/****,*,"**,**, Sweden",$1240.82
**/**/****,*,"**,**, Sweden",$1909.73
**/**/****,*,"**,**, Sweden",$3689.16
**/**/****,*,"**,**, Sweden",$3859.70
**/**/****,*,"**,**, Sweden",$5977.38
**/**/****,*,"**,**, Sweden",$6327.46
**/**/****,*,"**,**, Sweden",$2385.96
**/**/****,*,"**,**, Sweden",$4930.16
**/**/****,*,"**,**, Sweden",$3011.36
**/**/****,*,"**,**, Sweden",$2172.78
**/**/****,*,"**,**, Sweden",$3765.74
**/**/****,*,"**,**, Sweden",$5126.92
**/**/****,*,"**,**, Sweden",$5039.13
**/**/****,*,"**,**, Sweden",$2385.94
**/**/****,*,"**,**, Sweden",$7937.78
**/**/****,*,"**,**, Sweden",$2789.50
**/**/****,*,"**,**, Sweden",$7475.57
**/**/****,*,"**,**, Sweden",$2692.72
**/**/****,*,"**,**, Sweden",$6261.32
**/**/****,*,"**,**, Sweden",$5443.77
**/**/****,*,"**,**, Sweden",$4306.65
**/**/****,*,"**,**, Sweden",$1188.09
**/**/****,*,"**,**, Sweden",$7701.36
**/**/****,*,"**,**, Sweden",$3027.41
**/**/****,*,"**,**, Sweden",$7290.49
**/**/****,*,"**,**, Sweden",$4767.88
**/**/****,*,"**,**, Sweden",$3840.66
**/**/****,*,"**,**, Sweden",$4148.82
**/**/****,*,"**,**, Sweden",$5830.80
**/**/****,*,"**,**, Sweden",$3951.59
**/**/****,*,"**,**, Sweden",$5338.30
**/**/****,*,"**,**, Sweden",$1624.94
**/**/****,*,"**,**, Sweden",$6819.26
**/**/****,*,"**,**, Sweden",$7468.47
**/**/****,*,"**,**, Sweden",$5701.55
**/**/****,*,"**,**, Sweden",$7314.87
**/**/****,*,"**,**, Sweden",$3246.27
**/**/****,*,"**,**, Sweden",$3775.21
**/**/****,*,"**,**, Sweden",$2587.45
**/**/****,*,"**,**, Sweden",$3420.93
**/**/****,*,"**,**, Sweden",$4107.46
**/**/****,*,"**,**, Sweden",$4176.07
**/**/****,*,"**,**, Sweden",$3873.74
**/**/****,*,"**,**, Sweden",$7858.32
**/**/****,*,"**,**, Sweden",$7242.59
**/**/****,*,"**,**, Sweden",$1430.78
**/**/****,*,"**,**, Sweden",$7885.38
**/**/****,*,"**,**, Sweden",$5087.05
**/**/****,*,"**,**, Sweden",$4615.15
**/**/****,*,"**,**, Sweden",$7155.79
**/**/****,*,"**,**, Sweden",$7745.97
**/**/****,*,"**,**, Sweden",$1798.82
**/**/****,*,"**,**, Sweden",$6173.77
**/**/****,*,"**,**, Sweden",$6525.63
**/**/****,*,"**,**, Sweden",$1919.83
**/**/****,*,"**,**, United States",$5407.86
**/**/****,*,"**,**, United States",$4047.44
**/**/****,*,"**,**, United States",$5307.88
**/**/****,*,"**,**, United States",$813.67
**/**/****,*,"**,**, United States",$4178.43
**/**/****,*,"**,**, United States",$2934.66
**/**/****,*,"**,**, United States",$4941.92
**/**/****,*,"**,**, United States",$3472.73
**/**/****,*,"**,**, United States",$4689.02
**/**/****,*,"**,**, United States",$6968.33
**/**/****,*,"**,**, United States",$3435.80
**/**/****,*,"**,**, United States",$1348.47
**/**/****,*,"**,**, United States",$7653.00
**/**/****,*,"**,**, United States",$7983.68
**/**/****,*,"**,**, United States",$6964.99
**/**/****,*,"**,**, United States",$1676.91
**/**/****,*,"**,**, United States",$3562.87
**/**/****,*,"**,**, United States",$6553.93
**/**/****,*,"**,**, United States",$2729.76
**/**/****,*,"**,**, United States",$943.67
**/**/****,*,"**,**, United States",$5946.05
**/**/****,*,"**,**, United States",$2495.07
**/**/****,*,"**,**, United States",$5152.79
**/**/****,*,"**,**, United States",$3911.50
**/**/****,*,"**,**, United States",$5236.49
**/**/****,*,"**,**, United States",$7157.05
**/**/****,*,"**,**, United States",$4000.92
**/**/****,*,"**,**, United States",$1329.70
**/**/****,*,"**,**, United States",$4241.71
**/**/****,*,"**,**, United States",$3112.29
**/**/****,*,"**,**, United States",$1899.31
**/**/****,*,"**,**, United States",$6235.09
**/**/****,*,"**,**, United States",$5892.17
**/**/****,*,"**,**, United States",$7827.47
**/**/****,*,"**,**, United States",$4300.13
**/**/****,*,"**,**, United States",$2775.31
**/**/****,*,"**,**, United States",$1165.10
**/**/****,*,"**,**, United States",$7511.52
**/**/****,*,"**,**, United States",$1575.72
**/**/****,*,"**,**, United States",$5953.02
**/**/****,*,"**,**, United States",$5750.62
**/**/****,*,"**,**, United States",$1342.37
**/**/****,*,"**,**, United States",$6068.22
**/**/****,*,"**,**, United States",$2843.99
**/**/****,*,"**,**, United States",$3191.09
**/**/****,*,"**,**, United States",$4924.11
**/**/****,*,"**,**, United States",$6841.99
**/**/****,*,"**,**, United States",$2622.47
**/**/****,*,"**,**, United States",$4095.50
**/**/****,*,"**,**, United States",$5428.38
**/**/****,*,"**,**, United States",$3435.26
**/**/****,*,"**,**, United States",$5366.98
**/**/****,*,"**,**, United States",$3006.83
**/**/****,*,"**,**, United States",$3362.11
**/**/****,*,"**,**, United States",$5249.08
**/**/****,*,"**,**, United States",$3041.78
**/**/****,*,"**,**, United States",$3480.31
**/**/****,*,"**,**, United States",$7700.50
**/**/****,*,"**,**, United States",$3358.51
**/**/****,*,"**,**, United States",$5116.24
**/**/****,*,"**,**, United States",$1320.94
**/**/****,*,"**,**, United States",$3201.71
**/**/****,*,"**,**, United States",$1697.67
**/**/****,*,"**,**, United States",$6742.63
**/**/****,*,"**,**, United States",$2795.69
**/**/****,*,"**,**, United States",$1059.41
**/**/****,*,"**,**, United States",$5721.70
**/**/****,*,"**,**, United States",$7942.98
**/**/****,*,"**,**, United States",$1041.43
**/**/****,*,"**,**, United States",$4324.50
**/**/****,*,"**,**, United States",$5447.94
**/**/****,*,"**,**, United States",$2946.19
**/**/****,*,"**,**, United States",$1288.62
**/**/****,*,"**,**, United States",$5002.09
**/**/****,*,"**,**, United States",$5910.48
**/**/****,*,"**,**, United States",$4199.58
**/**/****,*,"**,**, United States",$2781.81
**/**/****,*,"**,**, United States",$1715.64
**/**/****,*,"**,**, United States",$6749.17
**/**/****,*,"**,**, United States",$7694.59
**/**/****,*,"**,**, United States",$5731.07
**/**/****,*,"**,**, United States",$2926.75
**/**/****,*,"**,**, United States",$1509.69
**/**/****,*,"**,**, United States",$2476.57
**/**/****,*,"**,**, United States",$3334.96
**/**/****,*,"**,**, United States",$6189.32
**/**/****,*,"**,**, United States",$1112.80
**/**/****,*,"**,**, United States",$4879.74
**/**/****,*,"**,**, United States",$3427.50
**/**/****,*,"**,**, United States",$6834.47
**/**/****,*,"**,**, United States",$805.10
**/**/****,*,"**,**, United States",$5057.48
**/**/****,*,"**,**, United States",$1900.04
**/**/****,*,"**,**, United States",$1812.50
**/**/****,*,"**,**, United States",$1681.00
**/**/****,*,"**,**, United States",$7355.48
**/**/****,*,"**,**, United States",$4260.81
**/**/****,*,"**,**, United States",$5663.67
**/**/****,*,"**,**, United States",$3306.51
**/**/****,*,"**,**, United States",$3031.23
**/**/****,*,"**,**, United States",$1031.51
**/**/****,*,"**,**, United States",$4979.70
**/**/****,*,"**,**, United States",$6243.42
**/**/****,*,"**,**, United States",$6488.85
**/**/****,*,"**,**, United States",$953.73
**/**/****,*,"**,**, United States",$4305.72
**/**/****,*,"**,**, United States",$2306.02
**/**/****,*,"**,**, United States",$2454.79
**/**/****,*,"**,**, United States",$1839.10
**/**/****,*,"**,**, United States",$2212.91
**/**/****,*,"**,**, United States",$7638.46
**/**/****,*,"**,**, United States",$5130.58
**/**/****,*,"**,**, United States",$5411.17
**/**/****,*,"**,**, United States",$2697.06
**/**/****,*,"**,**, United States",$5805.91
**/**/****,*,"**,**, United States",$7516.22
**/**/****,*,"**,**, United States",$1175.28
**/**/****,*,"**,**, United States",$4117.83
**/**/****,*,"**,**, United States",$3621.99
**/**/****,*,"**,**, United States",$2816.85
**/**/****,*,"**,**, United States",$4329.22
**/**/****,*,"**,**, United States",$3581.83
**/**/****,*,"**,**, United States",$7248.09
**/**/****,*,"**,**, United States",$3591.60
**/**/****,*,"**,**, United States",$7589.64
**/**/****,*,"**,**, United States",$4441.41
**/**/****,*,"**,**, United States",$2891.78
**/**/****,*,"**,**, United States",$3036.16
**/**/****,*,"**,**, United States",$5471.10
**/**/****,*,"**,**, United States",$1641.08
**/**/****,*,"**,**, United States",$6285.14
**/**/****,*,"**,**, United States",$2065.92
**/**/****,*,"**,**, United States",$7402.15
**/**/****,*,"**,**, United States",$3567.45
**/**/****,*,"**,**, United States",$3912.08
**/**/****,*,"**,**, United States",$7311.26
**/**/****,*,"**,**, United States",$1006.79
**/**/****,*,"**,**, United States",$3720.58
**/**/****,*,"**,**, United States",$5196.14
**/**/****,*,"**,**, United States",$3911.57
**/**/****,*,"**,**, United States",$1668.43
**/**/****,*,"**,**, United States",$6185.72
**/**/****,*,"**,**, United States",$4285.93
**/**/****,*,"**,**, United States",$4901.14
**/**/****,*,"**,**, United States",$1966.51
**/**/****,*,"**,**, United States",$4066.86
**/**/****,*,"**,**, United States",$1967.98
**/**/****,*,"**,**, United States",$7530.19
**/**/****,*,"**,**, United States",$7890.52
**/**/****,*,"**,**, United States",$7749.41
**/**/****,*,"**,**, United States",$7947.82
**/**/****,*,"**,**, United States",$7817.66
**/**/****,*,"**,**, United States",$2735.48
**/**/****,*,"**,**, United States",$4942.31
**/**/****,*,"**,**, United States",$5896.63
**/**/****,*,"**,**, United States",$2460.19
**/**/****,*,"**,**, United States",$4630.14
Precision is 0.1944
